Date,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
1965-02-15,4.68306916,-0.87460207,0.00738537,0.0,6.61327472,-999.99
1965-02-11,4.19234796,-0.01202809,-1.21313607,0.0,0.45641664,-999.99
1965-02-10,4.22546072,-0.13978428,-1.04825231,0.0,0.61354456,-999.99
1965-02-09,4.37210801,-0.47254436,-0.78304471,0.0,1.33672333,-999.99
1965-02-08,4.36335495,-0.44713839,-0.81899026,0.0,1.27106479,-999.99
1965-02-05,4.33549536,-0.4182662,-0.77721987,0.0,1.10739305,-999.99
1965-02-04,4.26853676,-0.2701075,-1.00352435,0.0,0.74646813,-999.99
1965-02-03,4.19756379,-0.04065745,-1.29751814,0.0,0.49378922,-999.99
1965-02-02,4.20725062,-0.20982246,-1.06575221,0.0,0.61760105,-999.99
1965-02-01,5.01424127,-1.26670886,-0.39765628,0.0,6.66180486,-999.99
1965-01-29,5.04364099,-1.29300425,-0.52465002,0.0,6.36805047,-999.99
1965-01-28,4.75719478,-1.02813086,-0.01355402,0.0,6.82600243,-999.99
1965-01-27,4.55221305,-0.82476182,0.00846578,0.0,5.21295774,-999.99
1965-01-26,4.92599035,-1.19363689,0.0607798,0.0,9.30402869,-999.99
1965-01-25,5.54702691,-1.81614088,-0.41271319,0.0,11.71859828,-999.99
1965-01-22,5.18807147,-1.45386532,-0.88574297,0.0,5.80787007,-999.99
1965-01-21,4.55404485,-0.80434135,-0.6983301,0.0,2.43223156,-999.99
1965-01-20,4.4012471,-0.61505971,-0.78010149,0.0,1.53683934,-999.99
1965-01-19,4.32106324,-0.51965517,-0.73122668,0.0,1.19337946,-999.99
1965-01-18,4.27533398,-0.42568009,-0.8594912,0.0,0.8797517,-999.99
1965-01-15,4.2737482,-0.39985469,-0.93456038,0.0,0.81918263,-999.99
1965-01-14,4.25324353,-0.34674189,-0.99538573,0.0,0.76542739,-999.99
1965-01-13,4.2225861,-0.24125942,-1.13568378,0.0,0.62282257,-999.99
1965-01-12,4.27092937,-0.35522419,-0.97521318,0.0,0.82709254,-999.99
1965-01-11,4.26571803,-0.3051498,-1.10221539,0.0,0.75757095,-999.99
1965-01-08,4.23856694,-0.18966335,-1.30931506,0.0,0.60584556,-999.99
1965-01-07,4.22604699,0.04887268,-1.75351103,0.0,0.48178513,-999.99
1965-01-06,4.20076628,0.34966606,-2.22234177,0.0,0.38912875,-999.99
1965-01-05,4.20706932,0.37960544,-2.2672473,0.0,0.38693602,-999.99
1965-01-04,4.20638626,0.3257234,-2.12492111,0.0,0.39279179,-999.99
1964-12-31,4.19277989,0.60041214,-2.35407308,0.0,0.35084853,-999.99
1964-12-30,4.19932127,-0.00422884,-1.28954528,0.0,0.53283139,-999.99
1964-12-29,4.1433076,0.92334406,-2.33451005,0.0,0.28896711,-999.99
1964-12-28,4.15009113,0.78462659,-2.16919364,0.0,0.30538005,-999.99
1964-12-24,4.14400031,0.7192901,-2.09290803,0.0,0.30310422,-999.99
1964-12-23,4.11973502,2.2631363,-3.91063009,0.0,0.20521682,-999.99
1964-12-22,4.104833,3.02733046,-4.81104776,0.0,0.17851328,-999.99
1964-12-21,4.10027125,3.66367001,-5.55654057,0.0,0.16254015,-999.99
1964-12-18,4.12516503,1.31621129,-2.87656584,0.0,0.25814712,-999.99
1964-12-17,4.13748571,0.60716609,-2.08649961,0.0,0.33677722,-999.99
1964-12-16,4.15197272,0.38101739,-1.75440237,0.0,0.39643638,-999.99
1964-12-15,4.12228223,0.63437241,-1.97793067,0.0,0.31256912,-999.99
1964-12-14,4.0861577,2.62712115,-4.21418359,0.0,0.18247383,-999.99
1964-12-11,4.08491132,1.4402207,-2.76033636,0.0,0.2331561,-999.99
1964-12-10,4.08833609,0.96516246,-2.1426851,0.0,0.25674786,-999.99
1964-12-09,4.07847896,2.10836227,-3.35407072,0.0,0.19484171,-999.99
1964-12-08,4.07461053,2.00884635,-3.21274357,0.0,0.19499234,-999.99
1964-12-07,4.09399588,0.85572599,-1.87477187,0.0,0.28469843,-999.99
1964-12-04,4.11713344,0.65897439,-1.71395771,0.0,0.31625712,-999.99
1964-12-03,4.13213381,0.28896383,-1.25765874,0.0,0.40451723,-999.99
1964-12-02,4.15242489,0.03184694,-0.80799846,0.0,0.50483319,-999.99
1964-12-01,4.15538675,0.07206144,-0.76317228,0.0,0.45933777,-999.99
1964-11-30,4.14524047,0.15294925,-0.96496767,0.0,0.34310931,-999.99
1964-11-27,4.12788943,0.12613395,-0.950049,0.0,0.358242,-999.99
1964-11-25,4.13479417,0.01795882,-0.85852091,0.0,0.41437029,-999.99
1964-11-24,4.1877317,-0.40990476,0.00239116,0.0,1.78572752,-999.99
1964-11-23,4.15551342,-0.44285457,0.16909566,0.0,1.74739391,-999.99
1964-11-20,4.12589592,-0.57923164,-0.00131135,0.0,1.18656406,-999.99
1964-11-19,4.09828069,-0.65864167,0.0009931,0.0,0.85166296,-999.99
1964-11-18,4.12205177,-0.62877784,-0.00125783,0.0,1.05904332,-999.99
1964-11-17,4.10484706,-0.66908881,0.00085485,0.0,0.86904632,-999.99
1964-11-16,4.11748224,-0.64528632,0.00081805,0.0,1.04532882,-999.99
1964-11-13,4.1371823,-0.64621079,0.00099617,0.0,1.28261953,-999.99
1964-11-12,4.13299292,-0.66546972,-0.00023665,0.0,1.28300085,-999.99
1964-11-10,4.14713149,-0.68816278,0.00066412,0.0,1.2329381,-999.99
1964-11-09,4.16650637,-0.6858459,0.00154881,0.0,1.26133684,-999.99
1964-11-06,4.17883596,-0.7054161,-0.00113329,0.0,1.24947968,-999.99
1964-11-05,4.17184404,-0.72449906,0.00014316,0.0,1.1639462,-999.99
1964-11-04,4.20253335,-0.71064736,-0.00197677,0.0,1.38817855,-999.99
1964-11-02,4.18401027,-0.70541638,-0.00136037,0.0,1.26714526,-999.99
1964-10-30,4.19379676,-0.73114098,0.00166221,0.0,1.24030137,-999.99
1964-10-29,4.19850615,-0.74376931,0.00102849,0.0,1.28143315,-999.99
1964-10-28,4.2140321,-0.76465054,-0.0003813,0.0,1.33466027,-999.99
1964-10-27,4.22480815,-0.78388367,0.00088439,0.0,1.31775051,-999.99
1964-10-26,4.24502766,-0.7725998,0.00293111,0.0,1.47086653,-999.99
1964-10-23,4.25260647,-0.78325146,-0.00136476,0.0,1.48840758,-999.99
1964-10-22,4.22894219,-0.80141947,-0.00123061,0.0,1.29711677,-999.99
1964-10-21,4.21049276,-0.80360971,-0.00139681,0.0,1.14085393,-999.99
1964-10-20,4.20314029,-0.81890031,0.00103901,0.0,1.01255237,-999.99
1964-10-19,4.23310334,-0.80667505,0.00277428,0.0,1.18197902,-999.99
1964-10-16,4.24388262,-0.80200237,-0.00272922,0.0,1.23450056,-999.99
1964-10-15,4.23672246,-0.80985472,-0.00248167,0.0,1.22745984,-999.99
1964-10-14,4.22565072,-0.80421137,-0.00138548,0.0,1.20378058,-999.99
1964-10-13,4.22370666,-0.80886432,-0.00175995,0.0,1.19984103,-999.99
1964-10-09,4.20870357,-0.81285486,0.00284348,0.0,1.13928781,-999.99
1964-10-08,4.2161719,-0.79457989,0.00444121,0.0,1.24645994,-999.99
1964-10-07,4.21579133,-0.79087072,0.00050947,0.0,1.25931381,-999.99
1964-10-06,4.22866928,-0.79125147,0.001649,0.0,1.31552619,-999.99
1964-10-05,4.24011103,-0.81978906,0.00299109,0.0,1.34442415,-999.99
1964-10-02,4.24231371,-0.81445849,0.00267769,0.0,1.43484834,-999.99
1964-10-01,4.25674186,-0.80793616,-0.00160715,0.0,1.66191455,-999.99
1964-09-30,4.19116607,-0.80591014,0.00125441,0.0,1.08759665,-999.99
1964-09-29,4.20670098,-0.76874939,0.00078753,0.0,1.31928613,-999.99
1964-09-28,4.19921967,-0.75990594,0.00021387,0.0,1.32059741,-999.99
1964-09-25,4.22418132,-0.80542993,0.0011858,0.0,1.3060905,-999.99
1964-09-24,4.23666224,-0.83386446,-0.00062018,0.0,1.32667105,-999.99
1964-09-23,4.2295585,-0.84141861,0.00142473,0.0,1.27982965,-999.99
1964-09-22,4.23452373,-0.85038494,0.00112201,0.0,1.36029923,-999.99
1964-09-21,4.24123496,-0.84805292,-0.00014599,0.0,1.37270479,-999.99
1964-09-18,4.24279905,-0.85883171,0.00055772,0.0,1.29548251,-999.99
1964-09-17,4.26096338,-0.83602132,-0.00060265,0.0,1.40416357,-999.99
1964-09-16,4.24913666,-0.84682893,-0.00019154,0.0,1.22776975,-999.99
1964-09-15,4.22613848,-0.84897013,0.00071531,0.0,1.01236837,-999.99
1964-09-14,4.25739782,-0.84577196,0.00068984,0.0,1.28992074,-999.99
1964-09-11,4.28247439,-0.85468729,0.00085575,0.0,1.4804228,-999.99
1964-09-10,4.27547,-0.86794969,0.00060537,0.0,1.3793761,-999.99
1964-09-09,4.28619009,-0.8382161,0.00059032,0.0,1.44187153,-999.99
1964-09-08,4.29465349,-0.86170554,0.00074709,0.0,1.46996266,-999.99
1964-09-04,4.32976865,-0.89280743,0.00058885,0.0,1.70569238,-999.99
1964-09-03,4.36622398,-0.92189026,-0.00023241,0.0,2.00905665,-999.99
1964-09-02,4.30908369,-0.89249468,7.196e-05,0.0,1.56100971,-999.99
1964-09-01,4.35380653,-0.93093439,0.00082244,0.0,1.87287656,-999.99
1964-08-31,4.40252899,-0.97156552,-0.00100598,0.0,2.20814245,-999.99
1964-08-28,4.39444196,-0.98236032,-0.00120463,0.0,2.17856096,-999.99
1964-08-27,4.37914359,-0.99656283,0.00095186,0.0,2.04595255,-999.99
1964-08-26,4.40726085,-1.01773463,0.00140921,0.0,2.23739225,-999.99
1964-08-25,4.4196098,-1.032083,0.00076552,0.0,2.30448805,-999.99
1964-08-24,4.41173221,-1.02898476,0.00147747,0.0,2.26770794,-999.99
1964-08-21,4.44871785,-1.05854462,0.00113059,0.0,2.52199653,-999.99
1964-08-20,4.47145403,-1.08089933,-0.00197502,0.0,2.63534042,-999.99
1964-08-19,4.42357445,-1.0712252,0.00230454,0.0,2.27343714,-999.99
1964-08-18,4.494042,-1.11381798,-0.00102904,0.0,2.73658779,-999.99
1964-08-17,4.59181867,-1.18027292,-0.00153491,0.0,3.35485404,-999.99
1964-08-14,4.48128695,-1.0609027,-0.61969975,0.0,1.64065778,-999.99
1964-08-13,4.34698099,-0.85844045,-0.99244207,0.0,0.9429216,-999.99
1964-08-12,4.33453285,-0.82329091,-1.06821299,0.0,0.86998185,-999.99
1964-08-11,4.3083113,-0.75464596,-1.20946129,0.0,0.7519925,-999.99
1964-08-10,4.5160234,-1.16532427,-0.0107439,0.0,2.62394514,-999.99
1964-08-07,4.5305482,-1.20986301,-0.0035531,0.0,2.6114384,-999.99
1964-08-06,4.50166905,-1.17690289,0.00049225,0.0,2.58299983,-999.99
1964-08-05,4.42532636,-1.07275577,-0.69750618,0.0,1.30366613,-999.99
1964-08-04,4.38979846,-1.01335205,-0.87365738,0.0,1.08621302,-999.99
1964-08-03,4.5022575,-1.20622578,0.00459161,0.0,2.49837243,-999.99
1964-07-31,4.51132863,-1.21775406,-0.00551663,0.0,2.51104486,-999.99
1964-07-30,4.502113,-1.20592122,-0.01216768,0.0,2.43982154,-999.99
1964-07-29,4.48528271,-1.1892886,-0.00779026,0.0,2.31118534,-999.99
1964-07-28,4.35133184,-0.95409434,-1.06963623,0.0,0.85320148,-999.99
1964-07-27,4.3459867,-0.93266747,-1.11624631,0.0,0.84344106,-999.99
1964-07-24,4.34904413,-0.92083045,-1.13952943,0.0,0.84827118,-999.99
1964-07-23,4.3509242,-0.79776858,-1.57807317,0.0,0.64815617,-999.99
1964-07-22,4.3338862,-0.87379642,-1.15779258,0.0,0.79641173,-999.99
1964-07-21,4.50736852,-1.17601044,-0.0562893,0.0,2.36750289,-999.99
1964-07-20,4.47786482,-1.14088342,-0.01028977,0.0,2.33237818,-999.99
1964-07-17,4.42793293,-1.1759739,0.00430179,0.0,1.99512241,-999.99
1964-07-16,4.4289706,-1.20231587,-0.00776822,0.0,1.99586578,-999.99
1964-07-15,4.36494558,-1.20286987,0.001592,0.0,1.63884987,-999.99
1964-07-14,4.30771765,-1.22099441,0.00106429,0.0,1.33608804,-999.99
1964-07-13,4.3318194,-1.20663857,-0.00162686,0.0,1.44562361,-999.99
1964-07-10,4.306827,-1.22489999,-0.00105348,0.0,1.31186504,-999.99
1964-07-09,4.23928195,-1.32528677,0.00066171,0.0,0.94989266,-999.99
1964-07-08,4.22420235,-1.01453933,-0.00090175,0.0,1.20773009,-999.99
1964-07-07,4.20291273,-0.99518875,-0.00023386,0.0,1.08187463,-999.99
1964-07-06,4.2089027,-1.0012497,-0.00069146,0.0,1.05845636,-999.99
1964-07-02,4.1841044,-1.04219353,-0.00082274,0.0,0.90588337,-999.99
1964-07-01,4.161415,-1.08989946,-0.00057585,0.0,0.78815208,-999.99
1964-06-30,4.15378045,-1.11214907,0.00081177,0.0,0.72762138,-999.99
1964-06-29,4.15477558,-1.06425505,0.00077465,0.0,0.74019933,-999.99
1964-06-26,4.15132624,-1.01985986,-0.00154001,0.0,0.75679335,-999.99
1964-06-25,4.14895397,-1.13552795,0.00128722,0.0,0.62493109,-999.99
1964-06-24,4.17970189,-0.9795768,-0.00168116,0.0,0.85942878,-999.99
1964-06-23,4.17087609,-0.96661965,0.00152875,0.0,0.85492527,-999.99
1964-06-22,4.18098635,-0.92059468,-0.00270456,0.0,0.97212136,-999.99
1964-06-19,4.17293527,-0.91274597,-0.00719302,0.0,0.8727371,-999.99
1964-06-18,4.17347187,-0.93489821,0.00100234,0.0,0.81164205,-999.99
1964-06-17,4.20204402,-0.86545242,-0.00384662,0.0,1.0066029,-999.99
1964-06-16,4.19823504,-0.87854682,-0.00296744,0.0,0.95026537,-999.99
1964-06-15,4.1873847,-0.92322458,-0.01345153,0.0,0.80860399,-999.99
1964-06-12,4.17926177,-0.96225313,-0.00185112,0.0,0.7452297,-999.99
1964-06-11,4.17839618,-0.98390646,0.00582757,0.0,0.73699671,-999.99
1964-06-10,4.17371021,-0.97323539,-0.00299385,0.0,0.75345321,-999.99
1964-06-09,4.1585257,-0.9600252,-0.00084728,0.0,0.74531967,-999.99
1964-06-08,4.17048445,-0.98653288,-0.00011875,0.0,0.73305123,-999.99
1964-06-05,4.19703492,-0.92225169,-0.0034626600000000002,0.0,0.8951425,-999.99
1964-06-04,4.20881487,-0.97895601,-0.00155172,0.0,0.87521553,-999.99
1964-06-03,4.20870654,-0.99341414,-0.00062232,0.0,0.83832011,-999.99
1964-06-02,4.19843443,-1.00824776,-0.00275546,0.0,0.77460409,-999.99
1964-06-01,4.19058338,-1.04968175,-0.00291275,0.0,0.71512652,-999.99
1964-05-28,4.1891194,-1.09958944,-0.00288731,0.0,0.66373161,-999.99
1964-05-27,4.18952489,-1.130923,-0.0017892,0.0,0.64787343,-999.99
1964-05-26,4.1805308,-1.19490428,-0.00210423,0.0,0.57527649,-999.99
1964-05-25,4.18334628,-1.20240753,-0.00328144,0.0,0.56940311,-999.99
1964-05-22,4.18751517,-1.23440759,-0.00767439,0.0,0.54598957,-999.99
1964-05-21,4.1996575,-1.2727336,-0.00347357,0.0,0.54095504,-999.99
1964-05-20,4.18514685,-1.39128363,0.00188661,0.0,0.45695944,-999.99
1964-05-19,4.16847742,-1.36582578,0.00085708,0.0,0.49982938,-999.99
1964-05-18,4.17900029,-1.27126525,0.00076744,0.0,0.57580015,-999.99
1964-05-15,4.19058383,-1.20621975,0.00319715,0.0,0.68208705,-999.99
1964-05-14,4.20579796,-1.19694403,0.00235726,0.0,0.77041229,-999.99
1964-05-13,4.21857587,-1.15161544,-0.00133396,0.0,0.83953529,-999.99
1964-05-12,4.21832007,-1.16684327,-0.01300703,0.0,0.77886458,-999.99
1964-05-11,4.20886439,-1.139087,-0.45352508,0.0,0.51965127,-999.99
1964-05-08,4.21138277,-1.11429758,-0.5108292,0.0,0.47647724,-999.99
1964-05-07,4.23081036,-0.81062327,-1.36559988,0.0,0.34597288,-999.99
1964-05-06,4.23799496,-0.90421759,-1.04906587,0.0,0.38474392,-999.99
1964-05-05,4.25176468,-1.03428548,-0.66949095,0.0,0.48156923,-999.99
1964-05-04,4.25868051,-1.02376502,-0.66051825,0.0,0.52291194,-999.99
1964-05-01,4.26724005,-0.98890022,-0.79987608,0.0,0.47341176,-999.99
1964-04-30,4.27317368,-0.87613728,-1.12914254,0.0,0.42853137,-999.99
1964-04-29,4.25759842,-1.02833446,-0.79922787,0.0,0.42116315,-999.99
1964-04-28,4.26100717,-1.16311197,-0.54454012,0.0,0.43970775,-999.99
1964-04-27,4.26410167,-1.26510897,-0.11333872,0.0,0.53153501,-999.99
1964-04-24,4.26061861,-1.25809507,-0.11135866,0.0,0.53099223,-999.99
1964-04-23,4.26528651,-1.11467192,-0.4349183,0.0,0.482195,-999.99
1964-04-22,4.26396597,-1.07980514,-0.55623395,0.0,0.46220154,-999.99
1964-04-21,4.25579954,-1.13040073,-0.26858138,0.0,0.4990494,-999.99
1964-04-20,4.25596302,-1.24073555,-0.01188732,0.0,0.51552718,-999.99
1964-04-17,4.26417992,-1.21758666,-0.02457395,0.0,0.52895573,-999.99
1964-04-16,4.25993444,-1.17532083,-0.09137635,0.0,0.53750585,-999.99
1964-04-15,4.25856523,-1.12574971,-0.2417325,0.0,0.46511776,-999.99
1964-04-14,4.26395179,-1.01829612,-0.55815093,0.0,0.40099534,-999.99
1964-04-13,4.2600738,-0.9336292,-0.87835198,0.0,0.32906266,-999.99
1964-04-10,4.24430003,-0.64067285,-1.35238578,0.0,0.29556359,-999.99
1964-04-09,4.18743125,14.04582134,-18.51415759,0.0,0.1,-999.99
1964-04-08,4.19526045,15.62570701,-20.07658938,0.0,0.1,-999.99
1964-04-07,4.22474463,18.2037668,-22.87175492,0.0,0.10000159,-999.99
1964-04-06,4.23859158,16.13250858,-20.72697433,0.0,0.1,-999.99
1964-04-03,4.2542194,18.37137095,-23.25885232,0.0,0.1,-999.99
1964-04-02,4.23883013,20.0,-24.7976521,0.0,0.1,-999.99
1964-04-01,4.22940474,19.99998617,-24.742245,0.0,0.1,-999.99
1964-03-31,4.24112836,20.0,-24.71736778,0.0,0.10267989,-999.99
1964-03-30,4.2669279,20.0,-24.78978752,0.0,0.1027362,-999.99
1964-03-26,4.27441454,20.0,-24.89993752,0.0,0.10621321,-999.99
1964-03-25,4.28747129,20.0,-24.99837718,0.0,0.10888584,-999.99
1964-03-24,4.29974894,19.96191626,-25.0,0.0,0.11005391,-999.99
1964-03-23,4.26760581,20.0,-24.94641625,0.0,0.11274056,-999.99
1964-03-20,4.25249944,19.970469,-25.0,0.0,0.11054392,-999.99
1964-03-19,4.23873462,20.0,-24.89478216,0.0,0.11194655,-999.99
1964-03-18,4.22511148,20.0,-24.85725738,0.0,0.11235793,-999.99
1964-03-17,4.20515419,20.0,-24.73510255,0.0,0.11224573,-999.99
1964-03-16,4.19637292,20.0,-24.62223221,0.0,0.1120563,-999.99
1964-03-13,4.19789552,20.0,-24.61679145,0.0,0.11256802,-999.99
1964-03-12,4.19570425,20.0,-24.5581792,0.0,0.11514555,-999.99
1964-03-11,4.19679869,20.0,-24.5367081,0.0,0.11525264,-999.99
1964-03-10,4.18260164,20.0,-24.47069398,0.0,0.11621897,-999.99
1964-03-09,4.17709331,20.0,-24.39063139,0.0,0.11669039,-999.99
1964-03-06,4.18011615,20.0,-24.36100986,0.0,0.11627537,-999.99
1964-03-05,4.18125084,20.0,-24.34030653,0.0,0.11856541,-999.99
1964-03-04,4.18541522,20.0,-24.36272698,0.0,0.11978234,-999.99
1964-03-03,4.16860058,20.0,-24.24141086,0.0,0.12298992,-999.99
1964-03-02,4.16501152,20.0,-24.21417925,0.0,0.12371896,-999.99
1964-02-28,4.16761041,20.0,-24.23188331,0.0,0.12499623,-999.99
1964-02-27,4.14695209,20.0,-24.25326538,0.0,0.1248155,-999.99
1964-02-26,4.13143923,20.0,-24.4278675,0.0,0.12498678,-999.99
1964-02-25,4.13305094,20.0,-24.40057854,0.0,0.12501669,-999.99
1964-02-24,4.13227711,20.0,-24.43739108,0.0,0.1238488,-999.99
1964-02-20,4.12341069,20.0,-24.5489957,0.0,0.12592863,-999.99
1964-02-19,4.11905024,20.0,-24.5522416,0.0,0.12932615,-999.99
1964-02-18,4.11412699,19.99999999,-24.57048818,0.0,0.12835679,-999.99
1964-02-17,4.11129275,19.99999999,-24.57397486,0.0,0.12995498,-999.99
1964-02-14,4.15680307,-0.36053452,-1.81429511,0.0,0.36481055,-999.99
1964-02-13,4.15034673,-0.21208816,-2.08036041,0.0,0.33844349,-999.99
1964-02-11,4.16555543,-0.40371354,-1.7940915,0.0,0.37325853,-999.99
1964-02-10,4.17822446,-0.42655101,-1.77135145,0.0,0.4017035,-999.99
1964-02-07,4.16426075,-0.32866365,-1.971852,0.0,0.38079275,-999.99
1964-02-06,4.17243772,-0.49117724,-1.66261639,0.0,0.42675197,-999.99
1964-02-05,4.17726682,-0.43476594,-1.82453831,0.0,0.40061365,-999.99
1964-02-04,4.18405664,-0.40842263,-1.86435529,0.0,0.39561512,-999.99
1964-02-03,4.18180245,-0.29917326,-2.1125767,0.0,0.36680101,-999.99
1964-01-31,4.1876785,-0.3448598,-1.95360919,0.0,0.38150523,-999.99
1964-01-30,4.19497183,-0.36843509,-1.84379484,0.0,0.39165621,-999.99
1964-01-29,4.19272021,-0.29133611,-1.97574291,0.0,0.36057728,-999.99
1964-01-28,4.19633963,-0.25832551,-2.04184541,0.0,0.35695057,-999.99
1964-01-27,4.20130465,-0.19870667,-2.17496522,0.0,0.35063953,-999.99
1964-01-24,4.20223555,-0.22798859,-2.0835672,0.0,0.36675776,-999.99
1964-01-23,4.19544594,-0.31313865,-1.95213895,0.0,0.37770592,-999.99
1964-01-22,4.19666795,-0.32259443,-1.91070967,0.0,0.3893073,-999.99
1964-01-21,4.19223607,-0.15990197,-2.23971128,0.0,0.35174553,-999.99
1964-01-20,4.19724876,-0.25249678,-2.02234936,0.0,0.3726716,-999.99
1964-01-17,4.19584455,0.07205991,-2.65247951,0.0,0.30835111,-999.99
1964-01-16,4.1935467,1.02496317,-4.30550104,0.0,0.23472778,-999.99
1964-01-15,4.19505491,1.17532385,-4.50715917,0.0,0.22935204,-999.99
1964-01-14,4.20161349,0.43180758,-3.34938111,0.0,0.27396366,-999.99
1964-01-13,4.20479888,-0.07364588,-2.53186783,0.0,0.30711639,-999.99
1964-01-10,4.20742838,0.00526637,-2.64703708,0.0,0.29337867,-999.99
1964-01-09,4.20262811,0.15665186,-2.84151991,0.0,0.28761357,-999.99
1964-01-08,4.19108574,-0.21780798,-2.03585633,0.0,0.33173078,-999.99
1964-01-07,4.16124952,-0.01462241,-2.15541895,0.0,0.30664541,-999.99
1964-01-06,4.16718842,-0.2042214,-1.78511656,0.0,0.34107153,-999.99
1964-01-03,4.16168461,-0.32723619,-1.46920159,0.0,0.37494731,-999.99
1964-01-02,4.1504212,0.14431338,-2.1819617,0.0,0.32357441,-999.99
1963-12-31,4.1442321,0.00042639,-1.89901657,0.0,0.35512263,-999.99
1963-12-30,4.13304882,0.2985699,-2.32134343,0.0,0.31723395,-999.99
1963-12-27,4.14315747,0.10772635,-2.02542412,0.0,0.35153587,-999.99
1963-12-26,4.1433149,0.21828646,-2.16035349,0.0,0.3485143,-999.99
1963-12-24,4.15877952,0.15783393,-2.08564245,0.0,0.37246529,-999.99
1963-12-23,4.17251627,0.01291775,-1.90354422,0.0,0.41527324,-999.99
1963-12-20,4.18085357,-0.04506935,-1.84970627,0.0,0.44141047,-999.99
1963-12-19,4.17136909,0.05019412,-1.96558536,0.0,0.44427286,-999.99
1963-12-18,4.16183079,0.36850687,-2.44147115,0.0,0.38053085,-999.99
1963-12-17,4.16946966,0.3297339,-2.39939686,0.0,0.38208257,-999.99
1963-12-16,4.17295346,0.33212587,-2.44101544,0.0,0.3803405,-999.99
1963-12-13,4.15262089,0.29166652,-2.37485099,0.0,0.38480673,-999.99
1963-12-12,4.15274127,0.1678188,-2.20054732,0.0,0.41346846,-999.99
1963-12-11,4.14584768,0.08039036,-2.02485342,0.0,0.440413,-999.99
1963-12-10,4.13083118,0.07804499,-1.97534672,0.0,0.44179214,-999.99
1963-12-09,4.11809845,0.30512524,-2.30522741,0.0,0.39227725,-999.99
1963-12-06,4.12170416,0.29888289,-2.33375922,0.0,0.39724278,-999.99
1963-12-05,4.13103179,0.13575428,-2.10616236,0.0,0.43439871,-999.99
1963-12-04,4.13236567,0.11152346,-2.06687538,0.0,0.43537843,-999.99
1963-12-03,4.1356284,0.04650383,-1.96068247,0.0,0.45224331,-999.99
1963-12-02,4.12977302,-0.05093495,-1.80038299,0.0,0.47501175,-999.99
1963-11-29,4.11265661,-0.04901475,-1.8713865,0.0,0.45071189,-999.99
1963-11-27,4.11957412,-0.0835639,-1.87238784,0.0,0.4594064,-999.99
1963-11-26,4.11703462,-0.30809531,-1.48379822,0.0,0.5111378,-999.99
1963-11-22,4.12712637,-0.34594886,-1.44632089,0.0,0.50671129,-999.99
1963-11-21,4.14002632,-0.47086572,-1.22893128,0.0,0.57452989,-999.99
1963-11-20,4.14411722,-0.5565957,-1.07508146,0.0,0.61467633,-999.99
1963-11-19,4.1400685,-0.555523,-1.08964673,0.0,0.60067472,-999.99
1963-11-18,4.24052485,-0.86209229,-0.08204248,0.0,1.68988132,-999.99
1963-11-15,4.20822111,-0.84595726,-0.00243191,0.0,1.66152903,-999.99
1963-11-14,4.18849211,-0.69856562,-0.85460545,0.0,0.73884396,-999.99
1963-11-13,4.22692845,-0.79577695,-0.58072008,0.0,0.92864954,-999.99
1963-11-12,4.25267535,-0.84492458,-0.50461543,0.0,1.03604044,-999.99
1963-11-08,4.23335479,-0.66597924,-1.09989872,0.0,0.69617803,-999.99
1963-11-07,4.25031214,-0.74258903,-0.98860177,0.0,0.7746796,-999.99
1963-11-06,4.3379141,-0.9949693,0.00868748,0.0,1.97206803,-999.99
1963-11-04,4.32497073,-1.01455758,0.00526527,0.0,1.96931877,-999.99
1963-11-01,4.32706972,-1.03186413,-0.00462108,0.0,1.98975683,-999.99
1963-10-31,4.31667712,-1.04838325,0.00768578,0.0,1.97362867,-999.99
1963-10-30,4.3157586,-1.04983742,0.01105736,0.0,1.97175416,-999.99
1963-10-29,4.30979905,-1.04541726,0.01972084,0.0,1.96170034,-999.99
1963-10-28,4.30789129,-1.04978521,0.07353172,0.0,2.17162431,-999.99
1963-10-25,4.32420576,-1.06129784,0.00800665,0.0,2.19368631,-999.99
1963-10-24,4.32167536,-1.05606045,0.00347824,0.0,2.1934068,-999.99
1963-10-23,4.32908193,-1.06234505,5.719e-05,0.0,2.18403446,-999.99
1963-10-22,4.34022887,-1.06447216,-0.01400787,0.0,2.18411966,-999.99
1963-10-21,4.30823246,-1.04605796,-0.01541703,0.0,1.94338064,-999.99
1963-10-18,4.25357135,-0.87497824,-0.87724758,0.0,0.91335325,-999.99
1963-10-17,4.29586857,-1.01107135,-0.69359024,0.0,1.14004358,-999.99
1963-10-16,4.27837859,-0.93756639,-1.02068707,0.0,0.95548403,-999.99
1963-10-15,4.29173925,-0.96929504,-1.01717488,0.0,0.98911171,-999.99
1963-10-14,4.27092976,-0.96728847,-0.92030528,0.0,1.00584221,-999.99
1963-10-11,4.26001288,-0.94776886,-0.9797854,0.0,0.9420432,-999.99
1963-10-10,4.27048691,-1.01071844,-0.81722975,0.0,1.02114318,-999.99
1963-10-09,4.26639372,-1.03188486,-0.75662105,0.0,1.02985775,-999.99
1963-10-08,4.24547811,-0.89563119,-1.12778162,0.0,0.85833748,-999.99
1963-10-07,4.2361834,-0.84613761,-1.2069598,0.0,0.83745031,-999.99
1963-10-04,4.22922471,-0.81356711,-1.31872299,0.0,0.79744369,-999.99
